Name, Entropy, A Size, B Size, Elements Per Second, Total Time
Serial Merge, 28, 5000, 5000, 131937848, 0.00007579326484119520
Serial Merge Branchless, 28, 5000, 5000, 209610384, 0.00004770755913341418
Bitonic Merge, 28, 5000, 5000, 404465184, 0.00002472400592523627
Serial Merge, 32, 5000, 5000, 157680608, 0.00006341934204101562
Serial Merge Branchless, 32, 5000, 5000, 253892496, 0.00003938674853998236
Bitonic Merge, 32, 5000, 5000, 504729728, 0.00001981258355954196
Serial Merge, 28, 5000, 5000, 164935264, 0.00006062984539312311
Serial Merge Branchless, 28, 5000, 5000, 257003920, 0.00003890991138177924
Bitonic Merge, 28, 5000, 5000, 524288000, 0.00001907348632812500
Serial Merge, 32, 5000, 5000, 165586416, 0.00006039142681402154
Serial Merge Branchless, 32, 5000, 5000, 253892496, 0.00003938674853998236
Bitonic Merge, 32, 5000, 5000, 528249856, 0.00001893043554446194
Serial Merge, 28, 5000, 5000, 165521072, 0.00006041526648914441
Serial Merge Branchless, 28, 5000, 5000, 257952272, 0.00003876686241710559
Bitonic Merge, 28, 5000, 5000, 520385120, 0.00001921653711178806
Serial Merge, 32, 5000, 5000, 130298352, 0.00007674693915760145
Serial Merge Branchless, 32, 5000, 5000, 231473728, 0.00004320144580560736
Bitonic Merge, 32, 5000, 5000, 421962176, 0.00002369880712649319
Serial Merge, 28, 5000, 5000, 165717264, 0.00006034374382579699
Serial Merge Branchless, 28, 5000, 5000, 262636448, 0.00003807544635492377
Bitonic Merge, 28, 5000, 5000, 532272064, 0.00001878738476079889
Serial Merge, 32, 5000, 5000, 166111056, 0.00006020069122314453
Serial Merge Branchless, 32, 5000, 5000, 257161488, 0.00003888607170665637
Bitonic Merge, 32, 5000, 5000, 526261504, 0.00001900196002679877
Serial Merge, 28, 5000, 5000, 166572832, 0.00006003379894536920
Serial Merge Branchless, 28, 5000, 5000, 257161488, 0.00003888607170665637
Bitonic Merge, 28, 5000, 5000, 519097024, 0.00001926422191900201
Serial Merge, 32, 5000, 5000, 166308640, 0.00006012916492181830
Serial Merge Branchless, 32, 5000, 5000, 258111008, 0.00003874301910400391
Bitonic Merge, 32, 5000, 5000, 524944160, 0.00001904964483401272
Serial Merge, 28, 5000, 5000, 161630208, 0.00006186962127685547
Serial Merge Branchless, 28, 5000, 5000, 247159936, 0.00004045963214593939
Bitonic Merge, 28, 5000, 5000, 521031552, 0.00001919269561767578
Serial Merge, 32, 5000, 5000, 165521072, 0.00006041526648914441
Serial Merge Branchless, 32, 5000, 5000, 256218944, 0.00003902912067133002
Bitonic Merge, 32, 5000, 5000, 522980576, 0.00001912116931634955
Serial Merge, 28, 5000, 5000, 165651824, 0.00006036758350091986
Serial Merge Branchless, 28, 5000, 5000, 256375536, 0.00003900528099620715
Bitonic Merge, 28, 5000, 5000, 518455360, 0.00001928806341311429
Serial Merge, 32, 5000, 5000, 165913920, 0.00006027221752447076
Serial Merge Branchless, 32, 5000, 5000, 257319264, 0.00003886222839355469
Bitonic Merge, 32, 5000, 5000, 519740288, 0.00001924037860590033
Serial Merge, 28, 5000, 5000, 163266016, 0.00006124973151599988
Serial Merge Branchless, 28, 5000, 5000, 259067584, 0.00003859996650135145
Bitonic Merge, 28, 5000, 5000, 525601984, 0.00001902580333990045
Serial Merge, 32, 5000, 5000, 127719368, 0.00007829665992176160
Serial Merge Branchless, 32, 5000, 5000, 226596640, 0.00004413128044689074
Bitonic Merge, 32, 5000, 5000, 378547296, 0.00002641677929204889
Serial Merge, 28, 5000, 5000, 166970704, 0.00005989074634271674
Serial Merge Branchless, 28, 5000, 5000, 259388000, 0.00003855228351312689
Bitonic Merge, 28, 5000, 5000, 521031552, 0.00001919269561767578
Serial Merge, 32, 5000, 5000, 165521072, 0.00006041526648914441
Serial Merge Branchless, 32, 5000, 5000, 255594384, 0.00003912449028575793
Bitonic Merge, 32, 5000, 5000, 518455360, 0.00001928806341311429
Serial Merge, 28, 5000, 5000, 157621344, 0.00006344318535411730
Serial Merge Branchless, 28, 5000, 5000, 256062512, 0.00003905296398443170
Bitonic Merge, 28, 5000, 5000, 523633472, 0.00001909732782223728
Serial Merge, 32, 5000, 5000, 166970704, 0.00005989074634271674
Serial Merge Branchless, 32, 5000, 5000, 256375536, 0.00003900528099620715
Bitonic Merge, 32, 5000, 5000, 529583872, 0.00001888275073724799
Serial Merge, 28, 500, 500, 167772160, 0.00000596046447753906
Serial Merge Branchless, 28, 500, 500, 246723760, 0.00000405311584472656
Bitonic Merge, 28, 500, 500, 487709760, 0.00000205039987122291
Serial Merge, 32, 500, 500, 161319392, 0.00000619888305664062
Serial Merge Branchless, 32, 500, 500, 252668912, 0.00000395774850403541
Bitonic Merge, 32, 500, 500, 451000416, 0.00000221729283111927
Serial Merge, 28, 500, 500, 167103744, 0.00000598430642639869
Serial Merge Branchless, 28, 500, 500, 254200240, 0.00000393390655517578
Bitonic Merge, 28, 500, 500, 482103904, 0.00000207424159270886
Serial Merge, 32, 500, 500, 142663408, 0.00000700950613463647
Serial Merge Branchless, 32, 500, 500, 248183680, 0.00000402927389586694
