Name, Entropy, A Size, B Size, Elements Per Second, Total Time
Serial Merge, 28, 500, 500, 126716136, 0.00000789165460446384
Serial Merge Branchless, 28, 500, 500, 227951312, 0.00000438690176451928
Bitonic Merge, 28, 500, 500, 343795424, 0.00000290870661956433
Serial Merge, 32, 500, 500, 161942240, 0.00000617504110778100
Serial Merge Branchless, 32, 500, 500, 257319280, 0.00000388622265745653
Bitonic Merge, 32, 500, 500, 346636672, 0.00000288486489807838
Serial Merge, 28, 5000, 5000, 155632800, 0.00006425380706787109
Serial Merge Branchless, 28, 5000, 5000, 257319264, 0.00003886222839355469
Bitonic Merge, 28, 5000, 5000, 526922624, 0.00001897811853268649
Serial Merge, 32, 5000, 5000, 162318272, 0.00006160735938465223
Serial Merge Branchless, 32, 5000, 5000, 257477232, 0.00003883838508045301
Bitonic Merge, 32, 5000, 5000, 529583872, 0.00001888275073724799
