Name, Entropy, A Size, B Size, Elements Per Second, Total Time
Serial Merge, 28, 50, 50, 161319392, 0.00000061988828292669
Serial Merge Branchless, 28, 50, 50, 225500208, 0.00000044345856053951
Bitonic Merge, 28, 50, 50, 411206272, 0.00000024318694613612
Serial Merge, 32, 50, 50, 173318336, 0.00000057697297961568
Serial Merge Branchless, 32, 50, 50, 230456256, 0.00000043392182647040
Bitonic Merge, 32, 50, 50, 313007744, 0.00000031948090395417
Serial Merge, 28, 500, 500, 168716976, 0.00000592708602198400
Serial Merge Branchless, 28, 500, 500, 254508752, 0.00000392913807445439
Bitonic Merge, 28, 500, 500, 471270144, 0.00000212192526305444
Serial Merge, 32, 500, 500, 172321440, 0.00000580310825171182
Serial Merge Branchless, 32, 500, 500, 257319280, 0.00000388622265745653
Bitonic Merge, 32, 500, 500, 485451840, 0.00000205993660529202
Serial Merge, 28, 5000, 5000, 172619312, 0.00005793094533146359
Serial Merge Branchless, 28, 5000, 5000, 254323552, 0.00003931999162887223
Bitonic Merge, 28, 5000, 5000, 505337824, 0.00001978874206542969
Serial Merge, 32, 5000, 5000, 173089456, 0.00005777359183412045
Serial Merge Branchless, 32, 5000, 5000, 252851696, 0.00003954887506552041
Bitonic Merge, 32, 5000, 5000, 506558432, 0.00001974105907720514
Serial Merge, 28, 50000, 50000, 177016688, 0.00056491850409656763
Serial Merge Branchless, 28, 50000, 50000, 263975328, 0.00037882328615523875
Bitonic Merge, 28, 50000, 50000, 506950304, 0.00019725799211300910
Serial Merge, 32, 50000, 50000, 183489088, 0.00054499151883646846
Serial Merge Branchless, 32, 50000, 50000, 273501120, 0.00036562921013683081
Bitonic Merge, 32, 50000, 50000, 529276416, 0.00018893719243351370
