Name, Entropy, A Size, B Size, Elements Per Second, Total Time
Serial Merge, 28, 500, 500, 133576560, 0.00000748634329283959
Serial Merge Branchless, 28, 500, 500, 223101280, 0.00000448226910521043
Bitonic Merge, 28, 500, 500, 361577920, 0.00000276565560852760
Serial Merge, 32, 500, 500, 169809872, 0.00000588893908570753
Serial Merge Branchless, 32, 500, 500, 262144000, 0.00000381469726562500
Bitonic Merge, 32, 500, 500, 511500512, 0.00000195503230315808
Serial Merge, 28, 5000, 5000, 166904256, 0.00005991458965581842
Serial Merge Branchless, 28, 5000, 5000, 257161488, 0.00003888607170665637
Bitonic Merge, 28, 5000, 5000, 526922624, 0.00001897811853268649
Serial Merge, 32, 5000, 5000, 165979584, 0.00006024837421136908
Serial Merge Branchless, 32, 5000, 5000, 257793728, 0.00003879070209222846
Bitonic Merge, 32, 5000, 5000, 522329248, 0.00001914501262945123
Serial Merge, 28, 50000, 50000, 170722240, 0.00058574677677825093
Serial Merge Branchless, 28, 50000, 50000, 265748208, 0.00037629605503752828
Bitonic Merge, 28, 50000, 50000, 541899712, 0.00018453598022460938
Serial Merge, 32, 50000, 50000, 169172912, 0.00059111119480803609
Serial Merge Branchless, 32, 50000, 50000, 266609728, 0.00037508009700104594
Bitonic Merge, 32, 50000, 50000, 528050368, 0.00018937587446998805
Serial Merge, 28, 500000, 500000, 173848512, 0.00575213413685560226
Serial Merge Branchless, 28, 500000, 500000, 273146688, 0.00366103649139404297
Bitonic Merge, 28, 500000, 500000, 537986496, 0.00185878272168338299
Serial Merge, 32, 500000, 500000, 175668832, 0.00569252949208021164
Serial Merge Branchless, 32, 500000, 500000, 274613152, 0.00364148616790771484
Bitonic Merge, 32, 500000, 500000, 548038656, 0.00182468886487185955
