Name, Entropy, A Size, B Size, Elements Per Second, Total Time
Serial Merge, 28, 500, 500, 126716136, 0.00000789165460446384
Serial Merge Branchless, 28, 500, 500, 188932608, 0.00000529289263795363
Bitonic Merge, 28, 500, 500, 384798560, 0.00000259876242125756
Serial Merge, 32, 500, 500, 164482512, 0.00000607967376708984
Serial Merge Branchless, 32, 500, 500, 255750256, 0.00000391006460631615
Bitonic Merge, 32, 500, 500, 441505696, 0.00000226497650146484
Serial Merge, 28, 5000, 5000, 166242720, 0.00006015300823491998
Serial Merge Branchless, 28, 5000, 5000, 256689360, 0.00003895759437000379
Bitonic Merge, 28, 5000, 5000, 518455360, 0.00001928806341311429
Serial Merge, 32, 5000, 5000, 165586416, 0.00006039142681402154
Serial Merge Branchless, 32, 5000, 5000, 258588416, 0.00003867149280267768
Bitonic Merge, 32, 5000, 5000, 520385120, 0.00001921653711178806
Serial Merge, 28, 50000, 50000, 159061936, 0.00062868592794984579
Serial Merge Branchless, 28, 50000, 50000, 249898944, 0.00040016174898482859
Bitonic Merge, 28, 50000, 50000, 497958464, 0.00020081996626686305
Serial Merge, 32, 50000, 50000, 160615152, 0.00062260625418275595
Serial Merge Branchless, 32, 50000, 50000, 251517392, 0.00039758681668899953
Bitonic Merge, 32, 50000, 50000, 508647104, 0.00019659995450638235
